Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-02 00:00:00-05:00,16.915392710606667,16.951433606288756,16.543072886156448,16.76909065246582,560518000,0.0,0.0
2013-01-03 00:00:00-05:00,16.733963735984137,16.78863594700679,16.52382716096271,16.557424545288086,352965200,0.0,0.0
2013-01-04 00:00:00-05:00,16.400744601832926,16.45144654338096,16.060493680384308,16.096229553222656,594333600,0.0,0.0
2013-01-07 00:00:00-05:00,15.943510595573398,16.1664747995726,15.73581748784266,16.001543045043945,484156400,0.0,0.0
2013-01-08 00:00:00-05:00,16.163723701975037,16.24557950538383,15.920601428437308,16.044605255126953,458707200,0.0,0.0
2013-01-09 00:00:00-05:00,15.95878073604467,16.035444505595613,15.759944941305395,15.793848991394043,407604400,0.0,0.0
2013-01-10 00:00:00-05:00,16.14356955148613,16.148761594172182,15.745592873325482,15.989633560180664,601146000,0.0,0.0
2013-01-11 00:00:00-05:00,15.912967116668577,16.04491316209682,15.852491166189504,15.891587257385254,350506800,0.0,0.0
2013-01-14 00:00:00-05:00,15.353414966731513,15.500633731056787,15.226050908613981,15.325011253356934,734207600,0.0,0.0
2013-01-15 00:00:00-05:00,15.219641063297956,15.240715896584506,14.763936941773473,14.841517448425293,876772400,0.0,0.0
2013-01-16 00:00:00-05:00,15.107852774273635,15.559891626708131,15.042491431275373,15.457571029663086,690804800,0.0,0.0
2013-01-17 00:00:00-05:00,15.586462292216975,15.59990157502457,15.33356594955325,15.35341739654541,453678400,0.0,0.0
2013-01-18 00:00:00-05:00,15.226360570368335,15.339370290971054,15.161609284026545,15.271565437316895,472922800,0.0,0.0
2013-01-22 00:00:00-05:00,15.410839698935781,15.512241933548585,15.168632472864573,15.417253494262695,461546400,0.0,0.0
2013-01-23 00:00:00-05:00,15.540645909586383,15.729402649686858,15.417252132314214,15.699470520019531,861509600,0.0,0.0
2013-01-24 00:00:00-05:00,14.049837831085705,14.224850274113988,13.752041661180598,13.759678840637207,1460852400,0.0,0.0
2013-01-25 00:00:00-05:00,13.796025191604375,13.934690080189133,13.286259759018023,13.435310363769531,1208026400,0.0,0.0
2013-01-28 00:00:00-05:00,13.372700739811217,13.842453465218538,13.312530613194719,13.739217758178711,785517600,0.0,0.0
2013-01-29 00:00:00-05:00,14.004024274992313,14.055947965755777,13.809158734979876,13.99699878692627,571158000,0.0,0.0
2013-01-30 00:00:00-05:00,13.958205461499231,14.12924758418803,13.88184836137158,13.95301342010498,417155200,0.0,0.0
2013-01-31 00:00:00-05:00,13.957595415344878,14.02784375179453,13.896509408943006,13.91208553314209,319334400,0.0,0.0
2013-02-01 00:00:00-05:00,14.022659597041557,14.033960408555116,13.69401607791541,13.85497760772705,539484400,0.0,0.0
2013-02-04 00:00:00-05:00,13.863833517491505,13.925836274885183,13.500065031395755,13.509839057922363,477117200,0.0,0.0
2013-02-05 00:00:00-05:00,13.56267575204119,14.041898192361131,13.50678177323326,13.983865737915039,573347600,0.0,0.0
2013-02-06 00:00:00-05:00,13.942024015103279,14.248370909111847,13.823210544824269,13.968902587890625,593706400,0.0,0.0
2013-02-07 00:00:00-05:00,14.231567734628493,14.438934011099327,13.951082655426438,14.384251594543457,704580800,0.094643,0.0
2013-02-08 00:00:00-05:00,14.56181808659812,14.709586435163487,14.385170390101282,14.591924667358398,633158400,0.0,0.0
2013-02-11 00:00:00-05:00,14.638619776017483,14.897907157633515,14.538777497543832,14.743992805480957,517490400,0.0,0.0
2013-02-12 00:00:00-05:00,14.73108723277908,14.819257654966451,14.369499904810523,14.374415397644043,609053200,0.0,0.0
2013-02-13 00:00:00-05:00,14.353224599689177,14.550761550390378,14.230647309812705,14.34708023071289,475207600,0.0,0.0
2013-02-14 00:00:00-05:00,14.270580234859194,14.489314777038178,14.25522013776966,14.334173202514648,355275200,0.0,0.0
2013-02-15 00:00:00-05:00,14.403604457326333,14.4438504777897,14.12926539977722,14.136638641357422,391745200,0.0,0.0
2013-02-19 00:00:00-05:00,14.16551988914803,14.215595270208349,13.942791826336148,14.131418228149414,435783600,0.0,0.0
2013-02-20 00:00:00-05:00,14.060755224862179,14.060755224862179,13.787643433291208,13.789180755615234,476302400,0.0,0.0
2013-02-21 00:00:00-05:00,13.701628826731248,13.799015845919389,13.603935819604287,13.703472137451172,447182400,0.0,0.0
2013-02-22 00:00:00-05:00,13.80146942106107,13.873662864565269,13.720057786058113,13.849393844604492,330654800,0.0,0.0
2013-02-25 00:00:00-05:00,13.94278573506877,13.981801233951046,13.596250828711659,13.603317260742188,372579200,0.0,0.0
2013-02-26 00:00:00-05:00,13.634655900243882,13.871823607722945,13.44541426816343,13.79287052154541,501499600,0.0,0.0
2013-02-27 00:00:00-05:00,13.7762759082265,13.899468412869728,13.537266600197587,13.657692909240723,587350400,0.0,0.0
2013-02-28 00:00:00-05:00,13.641716393578578,13.759070502140949,13.56030559539795,13.56030559539795,322515200,0.0,0.0
2013-03-01 00:00:00-05:00,13.455853736408903,13.461384486416698,13.209471210735314,13.22452449798584,552448400,0.0,0.0
2013-03-04 00:00:00-05:00,13.142501316756539,13.154790052037107,12.872155703326516,12.904413223266602,582755600,0.0,0.0
2013-03-05 00:00:00-05:00,12.948342124866796,13.369528204127366,12.925915596782326,13.245107650756836,638433600,0.0,0.0
2013-03-06 00:00:00-05:00,13.348641477066154,13.371375639273108,13.038971884341489,13.076759338378906,460250000,0.0,0.0
2013-03-07 00:00:00-05:00,13.041121554808635,13.271838045039852,12.935440893695734,13.227906227111816,468473600,0.0,0.0
2013-03-08 00:00:00-05:00,13.203938975219074,13.376898344323907,13.167380412321698,13.262923240661621,391482000,0.0,0.0
2013-03-11 00:00:00-04:00,13.202408640435639,13.486887140675718,13.060783827124757,13.451864242553711,474236000,0.0,0.0
2013-03-12 00:00:00-04:00,13.382129675106283,13.48289486553456,13.135438592335205,13.161858558654785,465911600,0.0,0.0
2013-03-13 00:00:00-04:00,13.16246917532504,13.348330939554705,13.067540758735047,13.159396171569824,405549200,0.0,0.0
2013-03-14 00:00:00-04:00,13.297027004881508,13.35263229537934,13.223910678711507,13.286890029907227,303875600,0.0,0.0
2013-03-15 00:00:00-04:00,13.453705427533063,13.64724889012704,13.432814579322075,13.629737854003906,643960800,0.0,0.0
2013-03-18 00:00:00-04:00,13.561844379587304,14.0536890926543,13.554164330545118,14.000235557556152,606197200,0.0,0.0
