Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-01-02 00:00:00-05:00,22.420148108294498,22.58853530883789,22.284616144426135,22.58853530883789,13267600,0.0,0.0
2013-01-03 00:00:00-05:00,22.617276308908025,22.839054953927576,22.58852739937194,22.74048614501953,14670400,0.0,0.0
2013-01-04 00:00:00-05:00,22.806198078416504,22.99922781319203,22.715845034505072,22.871910095214844,10911400,0.0,0.0
2013-01-07 00:00:00-05:00,22.752807537278372,22.912980476049533,22.59263303180919,22.884231567382812,8720000,0.0,0.0
2013-01-08 00:00:00-05:00,22.826735706473652,22.88423352873509,22.617277563437657,22.843162536621094,9613400,0.0,0.0
2013-01-09 00:00:00-05:00,22.954051165134,22.958159047569175,22.313359374679674,22.436569213867188,16678400,0.0,0.0
2013-01-10 00:00:00-05:00,22.48995975362771,22.658346903918506,22.301037890705967,22.399606704711914,14367600,0.0,0.0
2013-01-11 00:00:00-05:00,22.63370137013728,22.687092865708532,22.358531262221927,22.59263038635254,13302600,0.0,0.0
2013-01-14 00:00:00-05:00,22.625496088809673,22.793883271934405,22.399611072427493,22.453001022338867,11596400,0.0,0.0
2013-01-15 00:00:00-05:00,22.43657137660581,22.5022834016199,22.046405542654153,22.37496566772461,13147800,0.0,0.0
2013-01-16 00:00:00-05:00,22.214788012168764,22.350318349701322,22.16139651352967,22.321569442749023,8919000,0.0,0.0
2013-01-17 00:00:00-05:00,22.502284157216717,22.547461469686823,22.268184962324636,22.383180618286133,9013000,0.0,0.0
2013-01-18 00:00:00-05:00,22.391392612325607,22.600849188869912,22.23943385809942,22.510496139526367,13091600,0.0,0.0
2013-01-22 00:00:00-05:00,22.617278293238744,22.617278293238744,22.38317911407873,22.584423065185547,11965000,0.0,0.0
2013-01-23 00:00:00-05:00,22.539253444448406,22.55978816482383,22.259976860586168,22.366758346557617,10900800,0.0,0.0
2013-01-24 00:00:00-05:00,22.481746169556516,22.547458187210726,22.20246970285161,22.41192626953125,23473600,0.0,0.0
2013-01-25 00:00:00-05:00,23.278502421909774,23.520815758307023,23.151184714074628,23.331893920898438,30797200,0.0,0.0
2013-01-28 00:00:00-05:00,23.34421482780698,23.47153253779279,22.937620672283103,23.0074405670166,13224800,0.0,0.0
2013-01-29 00:00:00-05:00,22.843159876177065,23.003332810021615,22.7076295347309,22.834945678710938,12092600,0.0,0.0
2013-01-30 00:00:00-05:00,22.900654918148966,23.081364107121384,22.744589885288146,22.999223709106445,13147600,0.0,0.0
2013-01-31 00:00:00-05:00,22.949948061358462,23.20047565723128,22.896556549115488,23.04851531982422,10583000,0.0,0.0
2013-02-01 00:00:00-05:00,23.23333251720137,23.451003331052224,23.22511831730343,23.352436065673828,9606200,0.0,0.0
