Date,stock_name,open_price,High,Low,close_price,Volume,Dividends,Stock Splits,average_price
2013-01-02,AAPL,16.915392710606667,16.951433606288756,16.543072886156448,16.76909065246582,560518000.0,0.0,0.0,16.842241681536244
2013-01-03,AAPL,16.733963735984137,16.78863594700679,16.52382716096271,16.557424545288086,352965200.0,0.0,0.0,16.64569414063611
2013-01-04,AAPL,16.400744601832926,16.45144654338096,16.060493680384308,16.096229553222656,594333600.0,0.0,0.0,16.24848707752779
2013-01-07,AAPL,15.943510595573398,16.1664747995726,15.73581748784266,16.001543045043945,484156400.0,0.0,0.0,15.972526820308673
2013-01-08,AAPL,16.163723701975037,16.24557950538383,15.920601428437308,16.044605255126953,458707200.0,0.0,0.0,16.104164478550995
2013-01-09,AAPL,15.95878073604467,16.035444505595613,15.759944941305395,15.793848991394045,407604400.0,0.0,0.0,15.876314863719358
2013-01-10,AAPL,16.14356955148613,16.148761594172182,15.745592873325482,15.989633560180664,601146000.0,0.0,0.0,16.066601555833397
2013-01-11,AAPL,15.912967116668575,16.04491316209682,15.852491166189504,15.891587257385254,350506800.0,0.0,0.0,15.902277187026915
2013-01-14,AAPL,15.353414966731512,15.500633731056787,15.22605090861398,15.325011253356934,734207600.0,0.0,0.0,15.339213110044223
2013-01-15,AAPL,15.219641063297956,15.240715896584506,14.763936941773473,14.841517448425291,876772400.0,0.0,0.0,15.030579255861625
2013-01-16,AAPL,15.107852774273637,15.559891626708133,15.042491431275373,15.457571029663086,690804800.0,0.0,0.0,15.282711901968362
2013-01-17,AAPL,15.586462292216977,15.59990157502457,15.33356594955325,15.35341739654541,453678400.0,0.0,0.0,15.469939844381194
2013-01-18,AAPL,15.226360570368335,15.339370290971054,15.161609284026545,15.271565437316896,472922800.0,0.0,0.0,15.248963003842615
2013-01-22,AAPL,15.41083969893578,15.512241933548584,15.168632472864571,15.417253494262695,461546400.0,0.0,0.0,15.414046596599238
2013-01-23,AAPL,15.540645909586384,15.729402649686858,15.417252132314214,15.699470520019531,861509600.0,0.0,0.0,15.620058214802958
2013-01-24,AAPL,14.049837831085703,14.224850274113988,13.752041661180598,13.759678840637209,1460852400.0,0.0,0.0,13.904758335861455
2013-01-25,AAPL,13.796025191604375,13.934690080189132,13.286259759018025,13.435310363769531,1208026400.0,0.0,0.0,13.615667777686953
2013-01-28,AAPL,13.372700739811217,13.842453465218538,13.31253061319472,13.739217758178713,785517600.0,0.0,0.0,13.555959248994965
2013-01-29,AAPL,14.004024274992313,14.055947965755776,13.809158734979876,13.99699878692627,571158000.0,0.0,0.0,14.00051153095929
2013-01-30,AAPL,13.958205461499231,14.12924758418803,13.88184836137158,13.95301342010498,417155200.0,0.0,0.0,13.955609440802107
2013-01-31,AAPL,13.957595415344878,14.02784375179453,13.896509408943006,13.91208553314209,319334400.0,0.0,0.0,13.934840474243483
2013-02-01,AAPL,14.022659597041557,14.033960408555116,13.69401607791541,13.85497760772705,539484400.0,0.0,0.0,13.938818602384304
2013-02-04,AAPL,13.863833517491503,13.925836274885183,13.500065031395756,13.509839057922363,477117200.0,0.0,0.0,13.686836287706933
2013-02-05,AAPL,13.56267575204119,14.041898192361131,13.50678177323326,13.98386573791504,573347600.0,0.0,0.0,13.773270744978117
2013-02-06,AAPL,13.94202401510328,14.248370909111848,13.823210544824269,13.968902587890623,593706400.0,0.0,0.0,13.955463301496952
2013-02-07,AAPL,14.231567734628491,14.438934011099327,13.951082655426438,14.384251594543455,704580800.0,0.094643,0.0,14.307909664585974
2013-02-08,AAPL,14.56181808659812,14.709586435163487,14.385170390101282,14.591924667358398,633158400.0,0.0,0.0,14.576871376978259
2013-02-11,AAPL,14.638619776017483,14.897907157633515,14.538777497543832,14.743992805480955,517490400.0,0.0,0.0,14.69130629074922
2013-02-12,AAPL,14.73108723277908,14.819257654966451,14.369499904810525,14.374415397644045,609053200.0,0.0,0.0,14.552751315211562
2013-02-13,AAPL,14.353224599689176,14.550761550390378,14.230647309812705,14.34708023071289,475207600.0,0.0,0.0,14.350152415201034
2013-02-14,AAPL,14.270580234859194,14.489314777038178,14.25522013776966,14.334173202514648,355275200.0,0.0,0.0,14.302376718686922
2013-02-15,AAPL,14.403604457326333,14.4438504777897,14.12926539977722,14.136638641357422,391745200.0,0.0,0.0,14.270121549341876
